S5INFT Index,,,,,,,,,,,,,,,,,,,,,,,S5FINL Index,,,,,,,,,,,,,,,,,,,,,,,S5ENRS Index,,,,,,,,,,,,,,,,,,,,,,,S5HLTH Index,,,,,,,,,,,,,,,,,,,,,,,S5CONS Index,,,,,,,,,,,,,,,,,,,,,,,S5COND Index,,,,,,,,,,,,,,,,,,,,,,,S5INDU Index,,,,,,,,,,,,,,,,,,,,,,,S5UTIL Index,,,,,,,,,,,,,,,,,,,,,,,S5TELS Index,,,,,,,,,,,,,,,,,,,,,,,S5MATR Index,,,,,,,,,,,,,,,,,,,,,,,GDP CURY Index,,,,,CPI XYOY Index,,,,,,,DXY Curncy,,,USGG5YR Index,,,BCOM Index,,,VIX Index,
Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,RSI_30D,PCT_MEMB_PX_GT_50D_MOV_AVG,PCT_MEMB_PX_GT_250D_MOV_AVG,PCT_MEM_MACD_BUY_SIGNAL_LST_10D,PCT_MEM_MACD_SL_SIGNAL_LST_10D,VOLATILITY_260D,VOLATILITY_30D,PX_VOLUME,INDX_ADJ_PE,INDX_PX_BOOK,INDX_PX_SALES,GROSS_AGGTE_DVD_YLD,PX_TO_CASH_FLOW,PX_TO_EBITDA,OPER_MARGIN,PROF_MARGIN,GROSS_MARGIN,CUR_RATIO,CASH_FLOW_PER_SH,TOT_DEBT_TO_TOT_EQY,,Date,PX_LAST,PX_LAST_ACTUAL,PX_LAST_ALL_SESSIONS,,Date,PX_LAST,PX_LAST_ACTUAL,PX_LAST_ALL_SESSIONS,,,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
10/10/2014,627.18,56.64,6.06,47.69,3.03,3.03,12.87,17.04,789802400,17.2088,3.7982,3.0633,1.57,11.6632,10.751,21.57,16.88,48.05,1.93,53.77,34.63,,10/10/2014,304.06,54.91,25.88,63.1,17.65,5.88,13.09,14.59,508564832,13.6868,1.3023,2.151,1.83,8.2347,#N/A N/A,21.1,14.45,#N/A N/A,#N/A N/A,36.92,167.89,,10/10/2014,613.73,42.59,0,6.98,6.98,0,13.51,17.52,254899816,13.3965,1.8047,1.1056,2.5,6.7344,6.1089,11.08,8.09,17.82,1.27,91.13,34.78,,10/10/2014,728.62,63.3,47.27,81.82,5.45,14.55,13.38,16.44,247690816,21.816,3.7351,1.8255,1.56,15.3603,12.6546,10.76,7.65,33.4,1.59,47.44,59.29,,10/10/2014,470.65,60.42,57.5,72.5,12.5,7.5,9.65,10.26,187698160,19.2994,4.668,1.2771,2.62,14.3956,10.854,9.56,6.44,29.45,1.13,32.69,88.83,,10/10/2014,512.0464,51.2,17.86,37.35,9.52,9.52,13.13,14.68,410972248,18.7511,4.1625,1.3321,1.54,12.6988,9.1065,10.46,6.86,32.48,1.22,40.32,109.01,,10/10/2014,433.74,48.61,7.81,41.27,3.13,7.81,12.83,15.83,224724594,16.7033,2.9905,1.5071,2.19,10.9848,8.9671,12.77,9.46,27.7,1.42,39.49,110.48,,10/10/2014,218.25,56.45,76.67,93.33,10,0,12.64,14.26,96461069,16.4343,1.6658,1.6124,3.63,6.7043,5.3963,17.36,8.62,56.11,0.96,32.55,125.11,,10/10/2014,156.78,50.32,20,100,0,40,13.12,11.55,73456877,14.9663,3.1915,1.364,4.98,5.1257,3.4859,23.81,12.4,60.49,0.79,30.59,170.01,,10/10/2014,291.68,49.01,6.67,36.67,3.33,10,12.7,15.34,131916132,18.2103,3.0323,1.4742,2.18,11.4565,8.7141,11.19,7.42,26.98,1.81,25.46,77.61,,,,,,,,,,,,,,10/10/2014,85.912,,10/10/2014,1.5317,,10/10/2014,118.2045,,10/10/2014,21.24
10/17/2014,620.32,54.9,4.55,46.15,6.06,1.52,12.85,17.69,1037421488,17.0206,3.7567,3.0298,1.59,11.5356,10.6334,21.57,16.88,48.05,1.93,53.77,34.63,,10/17/2014,300.62,53.33,28.24,55.95,4.71,4.71,13.17,16.42,663949752,13.528,1.2876,2.126,1.85,8.1392,#N/A N/A,21.1,14.45,#N/A N/A,#N/A N/A,36.94,167.89,,10/17/2014,606.9,41.67,0,9.3,18.6,0,13.9,19.85,381247412,13.2474,1.7846,1.0933,2.53,6.6595,6.0409,11.08,8.09,17.82,1.27,91.13,34.78,,10/17/2014,707.88,58.05,21.82,74.55,1.82,3.64,13.54,18.68,348465752,21.1951,3.6288,1.7735,1.61,14.9231,12.2944,10.76,7.65,33.4,1.59,47.44,59.29,,10/17/2014,460.04,55.8,32.5,62.5,12.5,25,9.9,12.14,233386488,18.8655,4.5631,1.2484,2.68,14.072,10.61,9.56,6.44,29.45,1.13,32.69,88.83,,10/17/2014,507.0419,49.93,16.67,38.1,20.24,5.95,13.12,16.28,549546776,18.5679,4.1218,1.3191,1.55,12.5747,9.0175,10.46,6.86,32.48,1.22,40.32,109.01,,10/17/2014,443.53,51.27,15.63,44.44,20.31,1.56,13.02,18.28,300814904,17.0821,3.0584,1.5413,2.15,11.2339,9.1705,12.77,9.46,27.7,1.42,39.48,110.48,,10/17/2014,218.58,56.62,66.67,90,10,13.33,12.67,14.15,141661998,16.4591,1.6683,1.6148,3.63,6.7144,5.4044,17.36,8.62,56.11,0.96,32.55,125.11,,10/17/2014,155.09,48.98,0,100,0,0,12.99,12.34,88661155,14.8046,3.157,1.3493,5.03,5.0703,3.4482,23.81,12.4,60.49,0.79,30.59,170.01,,10/17/2014,293.66,49.81,10,43.33,30,3.33,12.82,18.18,144054484,18.3336,3.0529,1.4842,2.17,11.5341,8.7731,11.19,7.42,26.98,1.81,25.46,77.61,,,,,,,,,,,,,,10/17/2014,85.11,,10/17/2014,1.4151,,10/17/2014,117.4452,,10/17/2014,21.99
10/24/2014,649.34,60.24,42.42,69.23,68.18,0,12.99,19.71,746028384,17.8592,3.9408,3.1794,1.51,12.0996,11.1532,21.58,16.88,48.07,1.93,53.67,34.61,,10/24/2014,311.13,57.23,52.94,71.43,42.35,0,13.05,17.99,449268632,13.9989,1.3326,2.2,1.79,8.4225,#N/A N/A,21.1,14.45,#N/A N/A,#N/A N/A,36.94,167.89,,10/24/2014,628.23,45.48,4.65,13.95,90.7,0,14.27,23.18,254307544,13.713,1.8473,1.1318,2.45,6.8936,6.2533,11.08,8.09,17.82,1.27,91.13,34.78,,10/24/2014,754.42,64.82,70.91,87.27,30.91,5.45,13.78,21.61,273611324,22.5825,3.8668,1.8898,1.51,15.9149,13.1076,10.76,7.65,33.42,1.59,47.4,59.41,,10/24/2014,472.55,59.57,70,82.5,25,0,9.82,12.84,176835056,19.373,4.6858,1.282,2.62,14.4505,10.8954,9.56,6.44,29.45,1.13,32.7,88.83,,10/24/2014,526.19,54.42,52.38,60.71,53.57,0,13.18,18.53,401488696,19.2733,4.2776,1.3691,1.5,13.0526,9.3595,10.45,6.86,32.48,1.22,40.31,109.04,,10/24/2014,462.52,55.86,59.38,60.32,51.56,0,13.16,21.24,221934360,17.8181,3.1901,1.6077,2.06,11.7179,9.5656,12.77,9.46,27.7,1.42,39.47,110.48,,10/24/2014,226.44,60.46,90,93.33,10,0,12.6,12.96,86176217,17.051,1.7283,1.6729,3.5,6.9559,5.5988,17.36,8.62,56.11,0.96,32.55,125.11,,10/24/2014,156.11,49.81,20,100,40,0,12.94,12.44,66418264,14.9019,3.1778,1.3581,5,5.1036,3.4709,23.81,12.4,60.49,0.79,30.59,170.01,,10/24/2014,303.85,53.66,43.33,63.33,66.67,0,12.94,20.29,106269480,18.97,3.1588,1.5357,2.1,11.9344,9.0776,11.19,7.42,26.98,1.81,25.46,77.61,,,,,,,,,,,,,,10/24/2014,85.732,,10/24/2014,1.4956,,10/24/2014,116.5802,,10/24/2014,16.11
10/31/2014,670.87,63.55,80.3,83.08,30.3,0,13.02,20.53,699113504,18.408,4.0767,3.2798,1.47,12.475,11.5102,21.58,16.86,48.11,1.93,53.78,34.64,,10/31/2014,321.2,60.51,90.59,86.9,23.53,1.18,12.96,18.26,462601472,14.4676,1.3757,2.2737,1.74,8.7045,#N/A N/A,21.1,14.45,#N/A N/A,#N/A N/A,36.9,167.89,,10/31/2014,641.32,47.65,18.6,20.93,53.49,0,14.62,25.33,251541464,13.9987,1.8858,1.1553,2.41,7.0372,6.3836,11.08,8.09,17.82,1.27,91.13,34.78,,10/31/2014,778.85,67.66,87.27,96.36,14.55,1.82,13.71,21.82,273880832,23.3447,3.9942,1.952,1.46,16.4548,13.5477,10.74,7.64,33.4,1.59,47.33,59.36,,10/31/2014,480.9,61.82,85,90,7.5,2.5,9.63,12.9,178742092,19.707,4.7577,1.3023,2.57,14.6148,11.0789,9.55,6.43,29.44,1.13,32.9,88.9,,10/31/2014,539.9529,57.27,67.86,67.86,29.76,0,13.17,18.62,373230968,19.7582,4.3916,1.4027,1.47,13.3735,9.5905,10.46,6.85,32.48,1.22,40.37,109.27,,10/31/2014,474.83,58.48,75,73.02,17.19,0,13.21,21.7,209457032,18.3137,3.285,1.6503,2.01,12.0094,9.8134,12.77,9.46,27.69,1.41,39.54,111.07,,10/31/2014,230.93,62.42,96.67,93.33,6.67,3.33,12.6,13.36,107243427,17.3888,1.7625,1.706,3.44,7.0937,5.7097,17.36,8.62,56.11,0.96,32.55,125.11,,10/31/2014,160.83,53.46,80,100,40,0,12.69,12.53,64632323,15.3521,3.2738,1.3992,4.85,5.2578,3.5757,23.81,12.4,60.49,0.79,30.59,170.01,,10/31/2014,304.39,53.85,53.33,56.67,23.33,0,13.18,22.32,129129288,19.0034,3.1644,1.5384,2.09,11.9554,9.0936,11.19,7.42,26.98,1.81,25.46,77.61,,,,,,,,,,,,,,10/31/2014,86.917,,10/31/2014,1.6095,,10/31/2014,117.7365,,10/31/2014,14.03
11/7/2014,674.94,64.14,84.62,85.94,3.08,0,13,18.83,592881048,18.5037,4.1082,3.3414,1.47,12.5516,11.5812,21.87,17.07,48.74,1.94,53.77,34.3,,11/7/2014,324.95,61.64,91.76,89.29,0,1.18,12.93,17.07,410911296,14.6369,1.392,2.3001,1.72,8.806,#N/A N/A,21.1,14.45,#N/A N/A,#N/A N/A,36.9,167.9,,11/7/2014,642.8,47.9,39.53,30.23,4.65,0,14.95,26.82,275833680,14.031,1.8901,1.158,2.41,7.0534,6.3983,11.08,8.09,17.82,1.27,91.13,34.78,,11/7/2014,775.27,66.84,85.45,94.55,0,9.09,13.74,20.84,238533492,23.1897,3.9677,1.939,1.48,16.3456,13.4577,10.74,7.64,33.4,1.59,47.43,59.36,,11/7/2014,491.08,64.32,92.5,92.5,0,5,9.56,11.46,183756580,20.0895,4.8513,1.3279,2.52,14.8914,11.2932,9.55,6.43,29.44,1.13,32.98,88.91,,11/7/2014,539.1472,57.06,69.05,71.43,5.95,0,13.19,17.91,350897032,19.6026,4.3943,1.3968,1.48,13.3562,9.5297,10.49,6.87,32.48,1.22,40.37,109.68,,11/7/2014,482.39,60,85.94,77.78,0,1.56,13.24,21,203613108,18.6043,3.3371,1.6765,1.99,12.1999,9.9691,12.77,9.46,27.69,1.41,39.54,111.07,,11/7/2014,234.58,63.93,96.67,96.67,0,13.33,12.95,15.98,103307605,17.6641,1.7904,1.733,3.38,7.206,5.8001,17.36,8.62,56.11,0.96,32.55,125.11,,11/7/2014,161.07,53.65,66.67,100,0,0,12.58,12.51,69277581,15.648,3.3308,1.409,4.7,5.338,3.628,23.59,12.18,60.53,0.81,30.17,175.73,,11/7/2014,305.78,54.36,63.33,70,0,3.33,13.27,22.17,108014080,19.0907,3.1789,1.5455,2.08,12.0103,9.1354,11.19,7.42,26.98,1.81,25.46,77.61,,,,,,,,,,,,,,11/7/2014,87.642,,11/7/2014,1.5836,,11/7/2014,117.6761,,11/7/2014,13.12
11/14/2014,687.21,65.85,86.15,85.94,1.54,6.15,13,18.03,519114456,18.8401,4.1829,3.4022,1.44,12.7798,11.7917,21.87,17.07,48.74,1.94,53.77,34.3,,11/14/2014,323.7,61.04,95.29,88.1,0,23.53,12.87,16.25,351572324,14.5795,1.3867,2.291,1.73,8.7714,#N/A N/A,21.1,14.45,#N/A N/A,#N/A N/A,36.9,167.9,,11/14/2014,629.88,45.97,32.56,16.28,0,2.33,15,26.7,252130392,13.7491,1.8522,1.1347,2.48,6.9117,6.2697,11.08,8.09,17.82,1.27,91.13,34.78,,11/14/2014,777.26,67.07,87.27,92.73,0,21.82,13.77,19.99,205011820,23.2491,3.9779,1.944,1.48,16.3874,13.4922,10.74,7.64,33.4,1.59,47.43,59.36,,11/14/2014,491.62,64.45,90,90,2.5,22.5,9.54,11.21,145823472,20.0941,4.8525,1.3256,2.52,14.8442,11.2892,9.55,6.43,29.43,1.13,33.12,88.92,,11/14/2014,548.9893,59.01,75,75,3.57,7.14,13.21,16.96,351576116,19.958,4.4739,1.4221,1.45,13.6,9.7026,10.49,6.87,32.48,1.22,40.37,109.68,,11/14/2014,483.59,60.23,87.5,74.6,0,9.38,13.22,19.68,160611380,18.6558,3.3463,1.6812,1.99,12.2337,9.9967,12.77,9.46,27.69,1.41,39.53,111.07,,11/14/2014,227.44,59.13,93.33,96.67,0,90,13.1,17.85,93736450,17.1264,1.7359,1.6803,3.49,6.9867,5.6235,17.36,8.62,56.11,0.96,32.55,125.11,,11/14/2014,164.71,56.26,83.33,100,0,16.67,12.45,12.23,55764035,16.0016,3.406,1.4409,4.6,5.4586,3.71,23.59,12.18,60.53,0.81,30.17,175.73,,11/14/2014,309.43,55.69,70,66.67,6.67,3.33,13.25,20.84,84429312,19.2971,3.203,1.5567,2.07,12.1181,9.2243,11.15,7.38,26.89,1.81,25.53,77.55,,,,,,,,,,,,,,11/14/2014,87.525,,11/14/2014,1.6054,,11/14/2014,116.8782,,11/14/2014,13.31
11/21/2014,690.07,66.23,86.15,85.94,1.54,26.15,12.92,11.35,609804088,18.9209,4.2013,3.4162,1.45,12.8331,11.8404,21.87,17.06,48.74,1.94,53.77,34.33,,11/21/2014,325.89,61.72,95.29,85.71,0,49.41,12.59,11.67,374254040,14.6767,1.396,2.3063,1.72,8.8299,#N/A N/A,21.1,14.45,#N/A N/A,#N/A N/A,36.91,167.9,,11/21/2014,645.6,48.57,62.79,32.56,11.63,2.33,14.92,21.8,297257228,14.0921,1.8984,1.163,2.43,7.0841,6.4261,11.08,8.09,17.82,1.27,91.13,34.78,,11/21/2014,789.16,68.41,87.27,96.36,1.82,40,13.76,14.99,250189236,23.605,4.0388,1.9738,1.46,16.6383,13.6988,10.74,7.64,33.4,1.59,47.43,59.36,,11/21/2014,498.6,66.07,92.5,95,2.5,45,9.41,8.84,180156756,20.3797,4.9214,1.3444,2.49,15.0552,11.4497,9.55,6.43,29.43,1.13,33.12,88.92,,11/21/2014,555.21,60.2,85.71,75,8.33,16.67,12.95,11.18,393559304,20.1842,4.5246,1.4382,1.43,13.7541,9.8125,10.49,6.87,32.48,1.22,40.37,109.68,,11/21/2014,490.96,61.68,95.31,79.37,0,53.13,13.15,13.33,196963874,18.9433,3.3979,1.7071,1.98,12.4223,10.1508,12.77,9.46,27.69,1.41,39.52,111.07,,11/21/2014,231.3,60.78,96.67,96.67,0,80,13.03,16.18,89755118,17.417,1.7654,1.7088,3.43,7.1052,5.7189,17.36,8.62,56.11,0.96,32.55,125.11,,11/21/2014,161.76,53.72,83.33,100,16.67,16.67,12.33,10.2,70556937,15.7153,3.3451,1.4151,4.68,5.3609,3.6436,23.59,12.18,60.53,0.81,30.17,175.73,,11/21/2014,317.97,58.61,86.67,80,6.67,10,13.15,15.14,96888520,19.8296,3.2914,1.5996,2.03,12.4525,9.4789,11.15,7.38,26.89,1.81,25.53,77.55,,,,,,,,,,,,,,11/21/2014,88.31,,11/21/2014,1.6074,,11/21/2014,118.1138,,11/21/2014,12.9
11/28/2014,704.2,68.08,90.77,87.5,7.69,20,12.89,10.29,430561000,19.2922,4.2838,3.4834,1.5,13.0822,12.0738,21.87,17.06,48.74,1.94,53.83,34.33,,11/28/2014,328,62.37,91.76,88.1,1.18,48.24,12.55,8.96,295603572,14.7702,1.4051,2.321,1.71,8.8862,#N/A N/A,21.1,14.45,#N/A N/A,#N/A N/A,36.91,167.9,,11/28/2014,584.58,40.7,16.28,9.3,0,18.6,16.35,29.51,359788220,12.9842,1.7409,1.0698,2.73,6.4578,5.8271,11.28,8.09,18.27,1.25,90.52,37.74,,11/28/2014,803.65,69.96,94.55,96.36,5.45,27.27,13.75,13.42,176355916,24.0386,4.113,2.01,1.43,16.9439,13.9504,10.74,7.64,33.4,1.59,47.43,59.36,,11/28/2014,506.5,67.8,95,95,5,37.5,9.43,7,128513372,20.6893,5.0077,1.3649,2.46,15.3071,11.6481,9.53,6.4,29.42,1.12,33.09,89.41,,11/28/2014,568.46,62.58,90.48,78.57,3.57,17.86,12.9,10.8,263226216,20.6546,4.632,1.4721,1.4,14.0932,10.0464,10.49,6.86,32.48,1.22,40.34,109.7,,11/28/2014,488.1,60.79,85.94,71.88,1.56,53.13,13.17,12.75,148176752,18.8305,3.3777,1.6969,2,12.3483,10.0904,12.77,9.46,27.69,1.41,39.53,111.07,,11/28/2014,232.61,61.32,96.67,96.67,0,6.67,13.07,15.89,63469577,17.5156,1.7754,1.7185,3.42,7.1454,5.7513,17.36,8.62,56.11,0.96,32.55,125.11,,11/28/2014,162.61,54.34,83.33,100,16.67,33.33,12.47,11.36,50648972,15.7975,3.3626,1.4225,4.66,5.389,3.6627,23.59,12.18,60.53,0.81,30.17,175.73,,11/28/2014,308.03,54.3,70,73.33,0,26.67,13.34,17.07,76075704,19.2098,3.1885,1.5496,2.09,12.0633,9.1826,11.15,7.38,26.89,1.81,25.53,77.55,,,,,,,,,,,,,,11/28/2014,88.356,,11/28/2014,1.4805,,11/28/2014,112.9451,,11/28/2014,13.33
12/5/2014,701,67.22,92.31,90.63,1.54,24.62,12.9,8.73,548066328,19.1519,4.2598,3.4623,1.5,12.9878,11.9794,21.92,17.11,48.75,1.94,53.97,34.3,,12/5/2014,333.79,64.11,95.29,90.48,1.18,25.88,12.56,7.35,400839544,15.0397,1.4299,2.3634,1.7,9.0483,#N/A N/A,21.1,14.45,#N/A N/A,#N/A N/A,36.89,167.9,,12/5/2014,591.53,41.81,11.63,9.3,2.33,9.3,16.47,27.89,374309664,13.1172,1.7587,1.0808,2.71,6.5239,5.8867,11.28,8.09,18.27,1.25,90.67,37.74,,12/5/2014,817.34,71.33,96.36,100,3.64,18.18,13.75,10.16,224389368,24.4479,4.183,2.0442,1.42,17.2325,14.1879,10.74,7.64,33.4,1.59,47.43,59.36,,12/5/2014,501.44,65.59,95,95,2.5,40,9.46,7.19,180084500,20.4276,4.957,1.3504,2.49,15.0598,11.5292,9.52,6.4,29.41,1.16,33.3,91.89,,12/5/2014,566.1596,61.91,87.06,80,1.18,28.24,12.89,8.9,356264472,20.5282,4.5722,1.4663,1.42,14.0015,9.9893,10.5,6.86,32.59,1.21,40.44,109.39,,12/5/2014,490.41,61.26,84.38,81.25,0,28.13,13.25,10.38,210721792,18.8828,3.3904,1.702,1.99,12.358,10.1154,12.79,9.46,27.69,1.41,39.68,111.03,,12/5/2014,231.8,60.78,90,90,0,10,13.03,15.6,91629456,17.4548,1.7692,1.7125,3.43,7.1207,5.7314,17.36,8.62,56.11,0.96,32.55,125.11,,12/5/2014,156.32,49.32,33.33,100,0,50,12.63,12.31,72925710,15.1866,3.2325,1.3675,4.84,5.1806,3.521,23.59,12.18,60.53,0.81,30.17,175.73,,12/5/2014,311.67,55.54,82.76,68.97,3.45,31.03,13.39,15.98,112273204,19.5065,3.2401,1.5754,2.05,12.2518,9.3229,11.16,7.41,27,1.79,25.44,77.89,,,,,,,,,,,,,,12/5/2014,89.334,,12/5/2014,1.684,,12/5/2014,112.2006,,12/5/2014,11.82
12/12/2014,677.04,61.21,78.46,79.69,0,56.92,13.15,10.68,635722144,18.4998,4.1152,3.3437,1.56,12.5438,11.5694,21.92,17.1,48.74,1.94,53.97,34.34,,12/12/2014,324.06,59.34,76.47,83.33,0,52.94,12.78,10.04,496446984,14.6029,1.3882,2.2947,1.76,8.7855,#N/A N/A,21.1,14.45,#N/A N/A,#N/A N/A,36.89,167.9,,12/12/2014,543.9,36.91,4.65,4.65,2.33,2.33,17.35,29.43,390313088,12.0611,1.6171,0.9938,2.97,5.9986,5.4128,11.28,8.09,18.27,1.25,90.67,37.74,,12/12/2014,792.98,65.8,78.18,96.36,1.82,58.18,13.93,11.71,243056476,23.7195,4.0584,1.9833,1.46,16.719,13.7652,10.74,7.64,33.4,1.59,47.43,59.36,,12/12/2014,491.4,61.48,72.5,92.5,0,45,9.61,9.13,191931900,20.018,4.8576,1.3233,2.55,14.7578,11.298,9.52,6.4,29.41,1.16,33.3,91.89,,12/12/2014,553.0253,58.25,80,70.59,1.18,54.12,12.99,10.16,381554280,20.0519,4.4661,1.4322,1.5,13.6767,9.7575,10.5,6.86,32.59,1.21,40.44,109.39,,12/12/2014,469.54,55.14,56.25,59.38,0,39.06,13.54,12.62,230944528,18.0743,3.2453,1.6291,2.08,11.8289,9.6823,12.79,9.46,27.69,1.41,39.69,111.03,,12/12/2014,231.84,60.8,76.67,90,0,13.33,13.12,15.37,98114610,17.4573,1.7695,1.7127,3.43,7.1217,5.7322,17.36,8.62,56.11,0.96,32.55,125.11,,12/12/2014,147.3,43.37,16.67,50,0,0,13.24,16.07,101706649,14.31,3.046,1.2885,5.14,4.8815,3.3178,23.59,12.18,60.53,0.81,30.17,175.73,,12/12/2014,292.3,48.34,41.38,55.17,3.45,27.59,13.93,17.37,113174892,18.294,3.0387,1.4774,2.19,11.4902,8.7434,11.16,7.41,27,1.79,25.44,77.89,,,,,,,,,,,,,,12/12/2014,88.363,,12/12/2014,1.5114,,12/12/2014,110.7697,,12/12/2014,21.08
